2025-08-31T17:41:17.831933 | INFO     | api                  | logging_config.py:189          | log_api_request           | {"method": "GET", "path": "/api/test", "user_id": 123, "query_params": {"page": "1"}, "headers": {"User-Agent": "test-agent"}} | API Request
2025-08-31T17:54:00.053604 | INFO     | api                  | logging_config.py:189          | log_api_request           | {"method": "POST", "path": "/sellers", "user_id": null, "query_params": {}, "headers": {"host": "localhost:8000", "accept-encoding": "identity", "content-length": "0", "accept": "application/json", "user-agent": "OpenAPI-Generator/1.0.0/python", "authorization": "Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIxIiwiYXVkIjpbImZhc3RhcGktdXNlcnM6YXV0aCJdLCJleHAiOjE3NTY2OTE2Mzl9.wgqSpqnk2pWW4ejMtdJ17-b49_RjZj5PulccA7-bkd8"}, "body": null} | API Request
2025-08-31T17:54:00.130103 | INFO     | api                  | logging_config.py:201          | log_api_response          | {"method": "POST", "path": "/sellers", "status_code": 200, "response_time_ms": 77.3, "user_id": null} | API Response
2025-08-31T17:54:00.139155 | INFO     | api                  | logging_config.py:189          | log_api_request           | {"method": "PUT", "path": "/users/me/api-keys", "user_id": null, "query_params": {}, "headers": {"host": "localhost:8000", "accept-encoding": "identity", "content-length": "99", "accept": "application/json", "content-type": "application/json", "user-agent": "OpenAPI-Generator/1.0.0/python", "authorization": "Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIxIiwiYXVkIjpbImZhc3RhcGktdXNlcnM6YXV0aCJdLCJleHAiOjE3NTY2OTE2Mzl9.wgqSpqnk2pWW4ejMtdJ17-b49_RjZj5PulccA7-bkd8"}, "body": {"OPENROUTER_API_KEY": "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"}} | API Request
2025-08-31T17:54:00.169572 | INFO     | api                  | logging_config.py:201          | log_api_response          | {"method": "PUT", "path": "/users/me/api-keys", "status_code": 200, "response_time_ms": 31.06, "user_id": null} | API Response
2025-08-31T17:54:00.180434 | INFO     | api                  | logging_config.py:189          | log_api_request           | {"method": "POST", "path": "/auth/register", "user_id": null, "query_params": {}, "headers": {"host": "localhost:8000", "user-agent": "python-requests/2.32.5", "accept-encoding": "gzip, deflate", "accept": "*/*", "connection": "keep-alive", "content-length": "83", "content-type": "application/json"}, "body": null} | API Request
2025-08-31T17:54:00.502330 | INFO     | api                  | logging_config.py:201          | log_api_response          | {"method": "POST", "path": "/auth/register", "status_code": 201, "response_time_ms": 322.38, "user_id": null} | API Response
2025-08-31T17:54:00.509336 | INFO     | api                  | logging_config.py:189          | log_api_request           | {"method": "POST", "path": "/auth/jwt/login", "user_id": null, "query_params": {}, "headers": {"host": "localhost:8000", "user-agent": "python-requests/2.32.5", "accept-encoding": "gzip, deflate", "accept": "*/*", "connection": "keep-alive", "content-length": "50", "content-type": "application/x-www-form-urlencoded"}, "body": null} | API Request
2025-08-31T17:54:00.715500 | INFO     | api                  | logging_config.py:201          | log_api_response          | {"method": "POST", "path": "/auth/jwt/login", "status_code": 200, "response_time_ms": 206.41, "user_id": null} | API Response
2025-08-31T17:54:00.723244 | INFO     | api                  | logging_config.py:189          | log_api_request           | {"method": "POST", "path": "/buyers", "user_id": null, "query_params": {}, "headers": {"host": "localhost:8000", "accept-encoding": "identity", "content-length": "219", "accept": "application/json", "content-type": "application/json", "user-agent": "OpenAPI-Generator/1.0.0/python", "authorization": "Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIyIiwiYXVkIjpbImZhc3RhcGktdXNlcnM6YXV0aCJdLCJleHAiOjE3NTY2OTE2NDB9.Jn9R2R2UFIEJItklN1zTZV5oHe705kYWz0q3bRVkzAE"}, "body": {"default_child_llm": {"name": "gpt-4o_basic", "description": "basic GPT-4o LLM buyer", "model": "openrouter/openai/chatgpt-4o-latest", "custom_prompt": "Do it properly.", "max_budget": 50.0}, "default_max_budget": 0.0}} | API Request
2025-08-31T17:54:00.742505 | INFO     | api                  | logging_config.py:201          | log_api_response          | {"method": "POST", "path": "/buyers", "status_code": 200, "response_time_ms": 19.7, "user_id": null} | API Response
2025-08-31T17:54:00.747480 | INFO     | api                  | logging_config.py:189          | log_api_request           | {"method": "POST", "path": "/sellers", "user_id": null, "query_params": {}, "headers": {"host": "localhost:8000", "accept-encoding": "identity", "content-length": "0", "accept": "application/json", "user-agent": "OpenAPI-Generator/1.0.0/python", "authorization": "Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIyIiwiYXVkIjpbImZhc3RhcGktdXNlcnM6YXV0aCJdLCJleHAiOjE3NTY2OTE2NDB9.Jn9R2R2UFIEJItklN1zTZV5oHe705kYWz0q3bRVkzAE"}, "body": null} | API Request
2025-08-31T17:54:00.768874 | INFO     | api                  | logging_config.py:201          | log_api_response          | {"method": "POST", "path": "/sellers", "status_code": 200, "response_time_ms": 21.67, "user_id": null} | API Response
2025-08-31T17:54:00.773380 | INFO     | api                  | logging_config.py:189          | log_api_request           | {"method": "PUT", "path": "/users/me/api-keys", "user_id": null, "query_params": {}, "headers": {"host": "localhost:8000", "accept-encoding": "identity", "content-length": "99", "accept": "application/json", "content-type": "application/json", "user-agent": "OpenAPI-Generator/1.0.0/python", "authorization": "Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIyIiwiYXVkIjpbImZhc3RhcGktdXNlcnM6YXV0aCJdLCJleHAiOjE3NTY2OTE2NDB9.Jn9R2R2UFIEJItklN1zTZV5oHe705kYWz0q3bRVkzAE"}, "body": {"OPENROUTER_API_KEY": "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"}} | API Request
2025-08-31T17:54:00.787698 | INFO     | api                  | logging_config.py:201          | log_api_response          | {"method": "PUT", "path": "/users/me/api-keys", "status_code": 200, "response_time_ms": 14.57, "user_id": null} | API Response
2025-08-31T17:54:00.793496 | INFO     | api                  | logging_config.py:189          | log_api_request           | {"method": "POST", "path": "/auth/register", "user_id": null, "query_params": {}, "headers": {"host": "localhost:8000", "user-agent": "python-requests/2.32.5", "accept-encoding": "gzip, deflate", "accept": "*/*", "connection": "keep-alive", "content-length": "83", "content-type": "application/json"}, "body": null} | API Request
2025-08-31T17:54:01.008324 | INFO     | api                  | logging_config.py:201          | log_api_response          | {"method": "POST", "path": "/auth/register", "status_code": 201, "response_time_ms": 214.93, "user_id": null} | API Response
2025-08-31T17:54:01.015146 | INFO     | api                  | logging_config.py:189          | log_api_request           | {"method": "POST", "path": "/auth/jwt/login", "user_id": null, "query_params": {}, "headers": {"host": "localhost:8000", "user-agent": "python-requests/2.32.5", "accept-encoding": "gzip, deflate", "accept": "*/*", "connection": "keep-alive", "content-length": "50", "content-type": "application/x-www-form-urlencoded"}, "body": null} | API Request
2025-08-31T17:54:01.196602 | INFO     | api                  | logging_config.py:201          | log_api_response          | {"method": "POST", "path": "/auth/jwt/login", "status_code": 200, "response_time_ms": 181.78, "user_id": null} | API Response
2025-08-31T17:54:01.202460 | INFO     | api                  | logging_config.py:189          | log_api_request           | {"method": "POST", "path": "/buyers", "user_id": null, "query_params": {}, "headers": {"host": "localhost:8000", "accept-encoding": "identity", "content-length": "219", "accept": "application/json", "content-type": "application/json", "user-agent": "OpenAPI-Generator/1.0.0/python", "authorization": "Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIzIiwiYXVkIjpbImZhc3RhcGktdXNlcnM6YXV0aCJdLCJleHAiOjE3NTY2OTE2NDF9.gbCMzMPIZw3boRKahNS17kolr5inl_oFyr1peYkZwwk"}, "body": {"default_child_llm": {"name": "gpt-4o_basic", "description": "basic GPT-4o LLM buyer", "model": "openrouter/openai/chatgpt-4o-latest", "custom_prompt": "Do it properly.", "max_budget": 50.0}, "default_max_budget": 0.0}} | API Request
2025-08-31T17:54:01.225291 | INFO     | api                  | logging_config.py:201          | log_api_response          | {"method": "POST", "path": "/buyers", "status_code": 200, "response_time_ms": 22.8, "user_id": null} | API Response
2025-08-31T17:54:01.235138 | INFO     | api                  | logging_config.py:189          | log_api_request           | {"method": "POST", "path": "/sellers", "user_id": null, "query_params": {}, "headers": {"host": "localhost:8000", "accept-encoding": "identity", "content-length": "0", "accept": "application/json", "user-agent": "OpenAPI-Generator/1.0.0/python", "authorization": "Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIzIiwiYXVkIjpbImZhc3RhcGktdXNlcnM6YXV0aCJdLCJleHAiOjE3NTY2OTE2NDF9.gbCMzMPIZw3boRKahNS17kolr5inl_oFyr1peYkZwwk"}, "body": null} | API Request
2025-08-31T17:54:01.275149 | INFO     | api                  | logging_config.py:201          | log_api_response          | {"method": "POST", "path": "/sellers", "status_code": 200, "response_time_ms": 40.53, "user_id": null} | API Response
2025-08-31T17:54:01.286172 | INFO     | api                  | logging_config.py:189          | log_api_request           | {"method": "PUT", "path": "/users/me/api-keys", "user_id": null, "query_params": {}, "headers": {"host": "localhost:8000", "accept-encoding": "identity", "content-length": "99", "accept": "application/json", "content-type": "application/json", "user-agent": "OpenAPI-Generator/1.0.0/python", "authorization": "Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiIzIiwiYXVkIjpbImZhc3RhcGktdXNlcnM6YXV0aCJdLCJleHAiOjE3NTY2OTE2NDF9.gbCMzMPIZw3boRKahNS17kolr5inl_oFyr1peYkZwwk"}, "body": {"OPENROUTER_API_KEY": "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"}} | API Request
2025-08-31T17:54:01.330284 | INFO     | api                  | logging_config.py:201          | log_api_response          | {"method": "PUT", "path": "/users/me/api-keys", "status_code": 200, "response_time_ms": 44.33, "user_id": null} | API Response
2025-08-31T17:54:01.349189 | INFO     | api                  | logging_config.py:189          | log_api_request           | {"method": "POST", "path": "/auth/register", "user_id": null, "query_params": {}, "headers": {"host": "localhost:8000", "user-agent": "python-requests/2.32.5", "accept-encoding": "gzip, deflate", "accept": "*/*", "connection": "keep-alive", "content-length": "83", "content-type": "application/json"}, "body": null} | API Request
2025-08-31T17:54:01.613438 | INFO     | api                  | logging_config.py:201          | log_api_response          | {"method": "POST", "path": "/auth/register", "status_code": 201, "response_time_ms": 265.13, "user_id": null} | API Response
2025-08-31T17:54:01.620183 | INFO     | api                  | logging_config.py:189          | log_api_request           | {"method": "POST", "path": "/auth/jwt/login", "user_id": null, "query_params": {}, "headers": {"host": "localhost:8000", "user-agent": "python-requests/2.32.5", "accept-encoding": "gzip, deflate", "accept": "*/*", "connection": "keep-alive", "content-length": "50", "content-type": "application/x-www-form-urlencoded"}, "body": null} | API Request
2025-08-31T17:54:01.903380 | INFO     | api                  | logging_config.py:201          | log_api_response          | {"method": "POST", "path": "/auth/jwt/login", "status_code": 200, "response_time_ms": 282.96, "user_id": null} | API Response
2025-08-31T17:54:01.916684 | INFO     | api                  | logging_config.py:189          | log_api_request           | {"method": "POST", "path": "/buyers", "user_id": null, "query_params": {}, "headers": {"host": "localhost:8000", "accept-encoding": "identity", "content-length": "219", "accept": "application/json", "content-type": "application/json", "user-agent": "OpenAPI-Generator/1.0.0/python", "authorization": "Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI0IiwiYXVkIjpbImZhc3RhcGktdXNlcnM6YXV0aCJdLCJleHAiOjE3NTY2OTE2NDF9.ES0Duayq63DZ1mdGxuJ4-cXrpjywTjChkKTLtD2fDAU"}, "body": {"default_child_llm": {"name": "gpt-4o_basic", "description": "basic GPT-4o LLM buyer", "model": "openrouter/openai/chatgpt-4o-latest", "custom_prompt": "Do it properly.", "max_budget": 50.0}, "default_max_budget": 0.0}} | API Request
2025-08-31T17:54:01.944227 | INFO     | api                  | logging_config.py:201          | log_api_response          | {"method": "POST", "path": "/buyers", "status_code": 200, "response_time_ms": 27.62, "user_id": null} | API Response
2025-08-31T17:54:01.952248 | INFO     | api                  | logging_config.py:189          | log_api_request           | {"method": "POST", "path": "/sellers", "user_id": null, "query_params": {}, "headers": {"host": "localhost:8000", "accept-encoding": "identity", "content-length": "0", "accept": "application/json", "user-agent": "OpenAPI-Generator/1.0.0/python", "authorization": "Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI0IiwiYXVkIjpbImZhc3RhcGktdXNlcnM6YXV0aCJdLCJleHAiOjE3NTY2OTE2NDF9.ES0Duayq63DZ1mdGxuJ4-cXrpjywTjChkKTLtD2fDAU"}, "body": null} | API Request
2025-08-31T17:54:01.988742 | INFO     | api                  | logging_config.py:201          | log_api_response          | {"method": "POST", "path": "/sellers", "status_code": 200, "response_time_ms": 36.98, "user_id": null} | API Response
2025-08-31T17:54:01.996727 | INFO     | api                  | logging_config.py:189          | log_api_request           | {"method": "PUT", "path": "/users/me/api-keys", "user_id": null, "query_params": {}, "headers": {"host": "localhost:8000", "accept-encoding": "identity", "content-length": "99", "accept": "application/json", "content-type": "application/json", "user-agent": "OpenAPI-Generator/1.0.0/python", "authorization": "Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI0IiwiYXVkIjpbImZhc3RhcGktdXNlcnM6YXV0aCJdLCJleHAiOjE3NTY2OTE2NDF9.ES0Duayq63DZ1mdGxuJ4-cXrpjywTjChkKTLtD2fDAU"}, "body": {"OPENROUTER_API_KEY": "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"}} | API Request
2025-08-31T17:54:02.023336 | INFO     | api                  | logging_config.py:201          | log_api_response          | {"method": "PUT", "path": "/users/me/api-keys", "status_code": 200, "response_time_ms": 26.96, "user_id": null} | API Response
2025-08-31T17:54:02.036333 | INFO     | api                  | logging_config.py:189          | log_api_request           | {"method": "POST", "path": "/auth/register", "user_id": null, "query_params": {}, "headers": {"host": "localhost:8000", "user-agent": "python-requests/2.32.5", "accept-encoding": "gzip, deflate", "accept": "*/*", "connection": "keep-alive", "content-length": "83", "content-type": "application/json"}, "body": null} | API Request
2025-08-31T17:54:02.334114 | INFO     | api                  | logging_config.py:201          | log_api_response          | {"method": "POST", "path": "/auth/register", "status_code": 201, "response_time_ms": 297.97, "user_id": null} | API Response
2025-08-31T17:54:02.347221 | INFO     | api                  | logging_config.py:189          | log_api_request           | {"method": "POST", "path": "/auth/jwt/login", "user_id": null, "query_params": {}, "headers": {"host": "localhost:8000", "user-agent": "python-requests/2.32.5", "accept-encoding": "gzip, deflate", "accept": "*/*", "connection": "keep-alive", "content-length": "50", "content-type": "application/x-www-form-urlencoded"}, "body": null} | API Request
2025-08-31T17:54:02.616442 | INFO     | api                  | logging_config.py:201          | log_api_response          | {"method": "POST", "path": "/auth/jwt/login", "status_code": 200, "response_time_ms": 269.56, "user_id": null} | API Response
2025-08-31T17:54:02.622975 | INFO     | api                  | logging_config.py:189          | log_api_request           | {"method": "POST", "path": "/buyers", "user_id": null, "query_params": {}, "headers": {"host": "localhost:8000", "accept-encoding": "identity", "content-length": "219", "accept": "application/json", "content-type": "application/json", "user-agent": "OpenAPI-Generator/1.0.0/python", "authorization": "Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI1IiwiYXVkIjpbImZhc3RhcGktdXNlcnM6YXV0aCJdLCJleHAiOjE3NTY2OTE2NDJ9.KEgkyDIFvRqJY0gueDijuH9JQrv21WPxHbUTsFb36Kc"}, "body": {"default_child_llm": {"name": "gpt-4o_basic", "description": "basic GPT-4o LLM buyer", "model": "openrouter/openai/chatgpt-4o-latest", "custom_prompt": "Do it properly.", "max_budget": 50.0}, "default_max_budget": 0.0}} | API Request
2025-08-31T17:54:02.647739 | INFO     | api                  | logging_config.py:201          | log_api_response          | {"method": "POST", "path": "/buyers", "status_code": 200, "response_time_ms": 24.8, "user_id": null} | API Response
2025-08-31T17:54:02.654900 | INFO     | api                  | logging_config.py:189          | log_api_request           | {"method": "POST", "path": "/sellers", "user_id": null, "query_params": {}, "headers": {"host": "localhost:8000", "accept-encoding": "identity", "content-length": "0", "accept": "application/json", "user-agent": "OpenAPI-Generator/1.0.0/python", "authorization": "Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI1IiwiYXVkIjpbImZhc3RhcGktdXNlcnM6YXV0aCJdLCJleHAiOjE3NTY2OTE2NDJ9.KEgkyDIFvRqJY0gueDijuH9JQrv21WPxHbUTsFb36Kc"}, "body": null} | API Request
2025-08-31T17:54:02.688922 | INFO     | api                  | logging_config.py:201          | log_api_response          | {"method": "POST", "path": "/sellers", "status_code": 200, "response_time_ms": 34.07, "user_id": null} | API Response
2025-08-31T17:54:02.696738 | INFO     | api                  | logging_config.py:189          | log_api_request           | {"method": "PUT", "path": "/users/me/api-keys", "user_id": null, "query_params": {}, "headers": {"host": "localhost:8000", "accept-encoding": "identity", "content-length": "99", "accept": "application/json", "content-type": "application/json", "user-agent": "OpenAPI-Generator/1.0.0/python", "authorization": "Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJzdWIiOiI1IiwiYXVkIjpbImZhc3RhcGktdXNlcnM6YXV0aCJdLCJleHAiOjE3NTY2OTE2NDJ9.KEgkyDIFvRqJY0gueDijuH9JQrv21WPxHbUTsFb36Kc"}, "body": {"OPENROUTER_API_KEY": "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"}} | API Request
2025-08-31T17:54:02.722868 | INFO     | api                  | logging_config.py:201          | log_api_response          | {"method": "PUT", "path": "/users/me/api-keys", "status_code": 200, "response_time_ms": 26.68, "user_id": null} | API Response
